id,city_name,latitude,longitude,country_code
4925,South English,41.46214,-92.102557,USA
4926,Spencer,43.145107,-95.14569,USA
4927,Sperry,40.941939,-91.185047,USA
4928,Spillville,43.205,-91.950833,USA
4929,Spirit Lake,43.426211,-95.112336,USA
4930,Spragueville,42.072742,-90.473044,USA
4931,Springbrook,42.167401,-90.484637,USA
4932,Stacyville,43.445687,-92.761031,USA
4933,Stanhope,42.290407,-93.775081,USA
4934,Stanley,42.635623,-91.812673,USA
4935,Stanwood,41.896318,-91.166202,USA
4936,State Center,42.010911,-93.167283,USA
4937,Steamboat Rock,42.417841,-93.06291,USA
4938,Stockport,40.858933,-91.803497,USA
4939,Storm Lake,42.64738,-95.196079,USA
4940,Story City,42.183487,-93.598811,USA
4941,Stout,42.5,-92.711667,USA
4942,Strawberry Point,42.683225,-91.540926,USA
4943,Sully,41.573969,-92.845085,USA
4944,Sutherland,42.982623,-95.480665,USA
4945,Swaledale,42.962167,-93.311529,USA
4946,Swan,41.4717,-93.234165,USA
4947,Swea City,43.402225,-94.319322,USA
4948,Swedesburg,41.105278,-91.546944,USA
4949,Swisher,41.826843,-91.673916,USA
4950,Tabor,40.900448,-95.672892,USA
4951,Tama,41.961642,-92.580049,USA
4952,Teeds Grove,42.011667,-90.2475,USA
4953,Terril,43.324073,-94.973725,USA
4954,Thayer,41.00293,-94.068639,USA
4955,Thor,42.688923,-94.038958,USA
4956,Thornburg,41.454722,-92.335556,USA
4957,Thurman,40.84241,-95.760535,USA
4958,Tiffin,41.705833,-91.662778,USA
4959,Tingley,40.851597,-94.190823,USA
4960,Titonka,43.245606,-94.036656,USA
4961,Toddville,42.103932,-91.728981,USA
4962,Toeterville,43.442222,-92.890278,USA
4963,Toledo,42.007696,-92.566206,USA
4964,Traer,42.184685,-92.482681,USA
4965,Treynor,41.220679,-95.617041,USA
4966,Tripoli,42.810538,-92.265934,USA
4967,Troy Mills,42.29,-91.682222,USA
4968,Truesdale,42.729167,-95.1825,USA
4969,Truro,41.207622,-93.840978,USA
4970,Udell,40.783573,-92.718512,USA
4971,Underwood,41.360294,-95.626997,USA
4972,Union,42.252074,-93.056192,USA
4973,University Park,41.286944,-92.618333,USA
4974,Urbandale,41.629479,-93.723042,USA
4975,Ute,42.058085,-95.712542,USA
4976,Van Horne,42.019394,-92.104617,USA
4977,Van Meter,41.539415,-93.95303,USA
4978,Van Wert,40.864451,-93.80733,USA
4979,Varina,42.658056,-94.8975,USA
4980,Villisca,40.943718,-94.979588,USA
4981,Vining,41.979881,-92.369687,USA
4982,Volga,42.790389,-91.542891,USA
4983,Wadena,42.854956,-91.663865,USA
4984,Walford,41.878333,-91.834444,USA
4985,Walker,42.272024,-91.730179,USA
4986,Wall Lake,42.265252,-95.085156,USA
4987,Wapello,41.206982,-91.171921,USA
4988,Washta,42.578108,-95.729537,USA
4989,Waterville,43.263608,-91.263045,USA
4990,Waucoma,43.043329,-92.03022,USA
4991,Waukee,41.592959,-93.85916,USA
4992,Waukon,43.263951,-91.479994,USA
4993,Wayland,41.144919,-91.658946,USA
4994,Webster City,42.465682,-93.826216,USA
4995,Wellman,41.470032,-91.839953,USA
4996,Wellsburg,42.449418,-92.939763,USA
4997,Welton,41.907472,-90.606785,USA
4998,West Bend,42.957415,-94.456402,USA
4999,West Branch,41.672622,-91.3141,USA
5000,West Burlington,40.832081,-91.179894,USA
5001,West Chester,41.361019,-91.861858,USA
5002,West Des Moines,41.580512,-93.744711,USA
5003,West Grove,40.719646,-92.549849,USA
5004,West Liberty,41.570055,-91.266847,USA
5005,West Union,42.973232,-91.803602,USA
5006,Westfield,42.695329,-96.491987,USA
5007,Westgate,42.805453,-92.018299,USA
5008,Westphalia,41.718014,-95.386978,USA
5009,Westside,42.10844,-95.1273,USA
5010,Wever,40.706652,-91.226767,USA
5011,What Cheer,41.395276,-92.354789,USA
5012,Whiting,42.15216,-96.182247,USA
5013,Whittemore,43.02608,-94.406395,USA
5014,Whitten,42.260833,-93.005278,USA
5015,Williamsburg,41.639308,-92.024011,USA
5016,Winterset,41.339077,-94.008763,USA
5017,Wiota,41.384552,-94.840515,USA
5018,Woden,43.222564,-93.910925,USA
5019,Woodburn,41.00001,-93.608282,USA
5020,Woodward,41.845219,-93.905617,USA
5021,Woolstock,42.584439,-93.82161,USA
5022,Worthington,42.393001,-91.106919,USA
5023,Wyoming,42.060352,-90.994024,USA
5024,Yale,41.775309,-94.35026,USA
5025,Yarmouth,41.029687,-91.317548,USA
5026,Zearing,42.15349,-93.292766,USA
5027,Zwingle,42.277486,-90.750666,USA
5028,Aberdeen,42.976717,-112.818124,USA
5029,Ahsahka,46.510318,-116.371537,USA
5030,Almo,42.100278,-113.632778,USA
5031,American Falls,42.789876,-112.870714,USA
5032,Arbon,42.502634,-112.558481,USA
5033,Arco,43.635521,-113.317559,USA
5034,Arimo,42.559953,-112.174649,USA
5035,Athol,47.92674,-116.731821,USA
5036,Atomic City,43.445,-112.811944,USA
5037,Bayview,47.96535,-116.568745,USA
5038,Bern,42.319144,-111.392595,USA
5039,Blackfoot,43.194327,-112.361545,USA
5040,Bliss,42.944859,-114.910387,USA
5041,Boise,43.6136,-116.2025,USA
5042,Bonners Ferry,48.730642,-116.332178,USA
5043,Bovill,46.858889,-116.3925,USA
5044,Bruneau,42.76006,-115.677259,USA
5045,Burley,42.524442,-113.793081,USA
5046,Calder,47.274135,-116.222793,USA
5047,Carey,43.274443,-113.892567,USA
5048,Careywood,48.062494,-116.598761,USA
5049,Carmen,45.255016,-113.857267,USA
5050,Castleford,42.521015,-114.873433,USA
5051,Cataldo,47.552169,-116.443138,USA
5052,Challis,44.496912,-114.19463,USA
5053,Clark Fork,48.140457,-116.169865,USA
5054,Clarkia,47.044477,-116.277408,USA
5055,Cocolalla,48.124828,-116.657051,USA
5056,Coeur D Alene,47.692841,-116.784976,USA
5057,Colburn,48.397222,-116.534167,USA
5058,Conda,42.717126,-111.54023,USA
5059,Coolin,48.522754,-116.840823,USA
5060,Corral,43.307127,-115.00871,USA
5061,Council,44.762754,-116.451833,USA
5062,Craigmont,46.245292,-116.467655,USA
5063,Culdesac,46.378012,-116.653579,USA
5064,Deary,46.806062,-116.523782,USA
5065,Declo,42.524005,-113.644794,USA
5066,Desmet,47.125954,-116.893746,USA
5067,Dietrich,42.91254,-114.266408,USA
5068,Dingle,42.219444,-111.267222,USA
5069,Donnelly,44.74937,-116.08578,USA
5070,Driggs,43.726291,-111.119896,USA
5071,Dubois,44.185769,-112.325852,USA
5072,Eastport,48.999444,-116.180278,USA
5073,Elk City,45.888897,-115.359158,USA
5074,Elk River,46.782972,-116.179943,USA
5075,Ellis,44.878829,-114.001594,USA
5076,Emmett,43.879152,-116.511459,USA
5077,Felt,43.872407,-111.189496,USA
5078,Fenn,45.926667,-116.121389,USA
5079,Ferdinand,46.134877,-116.39817,USA
5080,Fernwood,47.116027,-116.383126,USA
5081,Filer,42.565269,-114.614047,USA
5082,Firth,43.302066,-112.158819,USA
5083,Fish Haven,42.045926,-111.463323,USA
5084,Fort Hall,42.988717,-112.459854,USA
5085,Genesee,46.571394,-116.928991,USA
5086,Gibbonsville,45.484608,-113.956466,USA
5087,Glenns Ferry,42.962202,-115.315973,USA
5088,Gooding,42.937345,-114.711966,USA
5089,Grace,42.549978,-111.739981,USA
5090,Grand View,42.810101,-116.08187,USA
5091,Grangeville,45.927239,-116.107639,USA
5092,Greencreek,46.115523,-116.27239,USA
5093,Greenleaf,43.671389,-116.815278,USA
5094,Hagerman,42.814205,-114.88697,USA
5095,Hailey,43.523861,-114.306398,USA
5096,Hamer,43.930751,-112.187189,USA
5097,Hammett,42.981755,-115.565839,USA
5098,Hansen,42.524895,-114.299364,USA
5099,Harvard,46.937647,-116.702524,USA
5100,Hazelton,42.595462,-114.134984,USA
5101,Heyburn,42.559922,-113.770885,USA
5102,Hill City,43.300556,-115.050278,USA
5103,Homedale,43.613844,-116.947228,USA
5104,Howe,43.783611,-113.003889,USA
5105,Huston,43.610278,-116.782222,USA
5106,Idaho City,43.758601,-115.918436,USA
5107,Idaho Falls,43.517679,-111.990626,USA
5108,Indian Valley,44.549134,-116.442969,USA
5109,Inkom,42.796379,-112.246474,USA
5110,Iona,43.525946,-111.928356,USA
5111,Island Park,44.446606,-111.367914,USA
5112,Juliaetta,46.575376,-116.718849,USA
5113,Kamiah,46.21856,-116.034742,USA
5114,Kendrick,46.628628,-116.604895,USA
5115,Ketchum,43.675459,-114.373664,USA
5116,King Hill,42.936104,-115.269098,USA
5117,Kooskia,46.125859,-115.92396,USA
5118,Kootenai,48.310278,-116.5125,USA
5119,Kuna,43.487034,-116.381859,USA
5120,Laclede,48.170278,-116.755,USA
5121,Lake Fork,44.891667,-116.078611,USA
5122,Lapwai,46.412403,-116.790225,USA
5123,Lava Hot Springs,42.618474,-112.017644,USA
5124,Leadore,44.738909,-113.492586,USA
5125,Lemhi,44.851667,-113.618889,USA
5126,Lenore,46.535408,-116.513015,USA
5127,Letha,43.840306,-116.585004,USA
5128,Lowman,44.110616,-115.528488,USA
5129,Lucile,45.556963,-116.266899,USA
5130,Mackay,43.91106,-113.611984,USA
5131,Macks Inn,44.424444,-111.370278,USA
5132,Malad City,42.180783,-112.262045,USA
5133,Malta,42.364652,-113.448656,USA
5134,Marsing,43.539866,-116.823968,USA
5135,May,44.701745,-113.916039,USA
5136,Mccall,44.891784,-116.078873,USA
5137,Mccammon,42.63362,-112.175758,USA
5138,Medimont,47.462482,-116.568291,USA
5139,Melba,43.37842,-116.548875,USA
5140,Menan,43.726576,-111.983702,USA
5141,Middleton,43.719052,-116.61122,USA
5142,Midvale,44.441979,-116.703838,USA
5143,Minidoka,42.759784,-113.620033,USA
5144,Monteview,43.986242,-112.578321,USA
5145,Moore,43.782094,-113.260349,USA
5146,Mountain Home A F B,43.049315,-115.873609,USA
5147,Moyie Springs,48.746434,-116.179603,USA
5148,Mullan,47.470906,-115.792603,USA
5149,Murphy,43.207296,-116.605379,USA
5150,Murtaugh,42.477597,-114.160641,USA
5151,Nampa,43.58342,-116.584818,USA
5152,New Meadows,44.993969,-116.287438,USA
5153,New Plymouth,43.959021,-116.804818,USA
5154,Newdale,43.888078,-111.604192,USA
5155,Nezperce,46.247533,-116.239281,USA
5156,Nordman,48.566944,-116.92126,USA
5157,Notus,43.725556,-116.800278,USA
5158,Oldtown,48.187988,-116.927382,USA
5159,Orofino,46.495197,-116.240417,USA
5160,Osburn,47.506111,-115.998333,USA
5161,Parma,43.789576,-116.940066,USA
5162,Paul,42.623999,-113.797125,USA
5163,Payette,44.07818,-116.920277,USA
5164,Peck,46.480661,-116.411394,USA
5165,Picabo,43.310149,-114.086065,USA
5166,Pingree,43.195618,-112.449035,USA
5167,Plummer,47.327782,-116.866161,USA
5168,Pocatello,42.887592,-112.438142,USA
5169,Pollock,45.306754,-116.351742,USA
5170,Ponderay,48.305556,-116.532778,USA
5171,Porthill,48.992037,-116.477517,USA
5172,Post Falls,47.720475,-116.935349,USA
5173,Potlatch,46.944833,-116.914101,USA
5174,Priest River,48.16637,-116.906617,USA
5175,Rathdrum,47.824107,-116.887294,USA
5176,Reubens,46.336112,-116.533334,USA
5177,Rexburg,43.809968,-111.789022,USA
5178,Richfield,43.058839,-114.15079,USA
5179,Rigby,43.671462,-111.900481,USA
5180,Riggins,45.397006,-116.300553,USA
5181,Ririe,43.631961,-111.760692,USA
5182,Roberts,43.7116,-112.119591,USA
5183,Rogerson,42.219567,-114.603794,USA
5184,Sagle,48.2035,-116.5455,USA
5185,Saint Maries,47.297727,-116.568107,USA
5186,Salmon,45.157142,-113.878356,USA
5187,Sandpoint,48.311989,-116.533249,USA
5188,Santa,47.150278,-116.448056,USA
5189,Shelley,43.376901,-112.107549,USA
5190,Shoup,45.18514,-114.405987,USA
5191,Smelterville,47.537096,-116.240113,USA
5192,Star,43.701296,-116.496735,USA
5193,Stites,46.091667,-115.975278,USA
5194,Swan Valley,43.405826,-111.279358,USA
5195,Swanlake,42.307778,-111.998056,USA
5196,Sweet,43.99475,-116.323215,USA
5197,Tendoy,44.959444,-113.643889,USA
5198,Tensed,47.170735,-116.902716,USA
5199,Terreton,43.858635,-112.420041,USA
5200,Teton,43.898751,-111.668145,USA
5201,Tetonia,43.843713,-111.186997,USA
5202,Twin Falls,42.556495,-114.469265,USA
5203,Ucon,43.596389,-111.963056,USA
5204,Wayan,43.02691,-111.254056,USA
5205,Weippe,46.38069,-115.938593,USA
5206,Weiser,44.25222,-116.96507,USA
5207,Wendell,42.757868,-114.715391,USA
5208,White Bird,45.752096,-116.2889,USA
5209,Wilder,43.657851,-116.912199,USA
5210,Worley,47.429213,-116.905634,USA
5211,Yellow Pine,44.969809,-115.49634,USA
5212,Abingdon,40.802312,-90.400898,USA
5213,Addieville,38.360422,-89.52273,USA
5214,Akin,37.987778,-88.752222,USA
5215,Albers,38.531955,-89.620151,USA
5216,Aledo,41.20078,-90.741629,USA
5217,Alexis,41.052146,-90.543576,USA
5218,Algonquin,42.170923,-88.301429,USA
5219,Allendale,38.523236,-87.721901,USA
5220,Alpha,41.193029,-90.382081,USA
5221,Alsey,39.560556,-90.433889,USA
5222,Alsip,41.6723,-87.7339,USA
5223,Altamont,39.063449,-88.748092,USA
5224,Alto Pass,37.568142,-89.317179,USA
5225,Altona,41.112828,-90.159826,USA
5226,Alvin,40.3007,-87.608003,USA
5227,Anchor,40.544091,-88.526581,USA
5228,Ancona,41.055118,-88.766039,USA
5229,Anna,37.466777,-89.220684,USA
5230,Annawan,41.398022,-89.912949,USA
5231,Apple River,42.471432,-90.120145,USA
5232,Arcola,39.687001,-88.303679,USA
5233,Arenzville,39.897927,-90.363595,USA
5234,Argenta,39.991581,-88.821371,USA
5235,Arlington Heights,42.111619,-87.979099,USA
5236,Armington,40.317046,-89.321775,USA
5237,Aroma Park,41.094653,-87.771887,USA
5238,Arrowsmith,40.411966,-88.629648,USA
5239,Ashkum,40.884431,-87.941148,USA
5240,Ashley,38.306002,-89.231115,USA
5241,Ashmore,39.525428,-88.034097,USA
5242,Assumption,39.509489,-89.039807,USA
5243,Astoria,40.231144,-90.344254,USA
5244,Atkinson,41.41619,-90.022482,USA
5245,Ava,37.879286,-89.465366,USA
5246,Aviston,38.606667,-89.6075,USA
5247,Baileyville,42.190465,-89.593937,USA
5248,Bardolph,40.498078,-90.502495,USA
5249,Barnhill,38.278144,-88.350831,USA
5250,Barrington,42.161387,-88.138345,USA
5251,Barry,39.704662,-91.026482,USA
5252,Bartelso,38.53851,-89.457841,USA
5253,Bartlett,41.983559,-88.160356,USA
5254,Basco,40.328303,-91.196983,USA
5255,Batchtown,39.072468,-90.659114,USA
5256,Bath,40.161774,-90.148568,USA
5257,Baylis,39.761201,-90.883216,USA
5258,Beardstown,40.004356,-90.422851,USA
5259,Beason,40.143652,-89.194801,USA
5260,Beaverville,40.967164,-87.621715,USA
5261,Beckemeyer,38.605556,-89.435833,USA
5262,Bedford Park,41.759444,-87.786667,USA
5263,Beecher,41.34437,-87.611538,USA
5264,Beecher City,39.183515,-88.80385,USA
5265,Belknap,37.326584,-88.950652,USA
5266,Belle Rive,38.215268,-88.755801,USA
5267,Bellmont,38.384444,-87.911389,USA
5268,Belvidere,42.259465,-88.850943,USA
5269,Bement,39.922207,-88.56877,USA
5270,Benld,39.093903,-89.803057,USA
5271,Bensenville,41.9536,-87.935,USA
5272,Berwyn,41.841819,-87.79075,USA
5273,Bethalto,38.907353,-90.034447,USA
5274,Big Rock,41.759308,-88.537617,USA
5275,Biggsville,40.853122,-90.856057,USA
5276,Bingham,39.14667,-89.195789,USA
5277,Bishop Hill,41.201667,-90.118889,USA
5278,Blackstone,41.071945,-88.649782,USA
5279,Blandinsville,40.551585,-90.859521,USA
5280,Blue Island,41.658187,-87.679465,USA
5281,Blue Mound,39.697813,-89.113558,USA
5282,Bluff Springs,39.987778,-90.345833,USA
5283,Bluffs,39.744078,-90.530527,USA
5284,Bluford,38.353138,-88.75872,USA
5285,Bolingbrook,41.697605,-88.087315,USA
5286,Bondville,40.113333,-88.369444,USA
5287,Bone Gap,38.448967,-88.002491,USA
5288,Bonfield,41.15731,-88.061854,USA
5289,Bonnie,38.198017,-88.922884,USA
5290,Boody,39.762824,-89.072061,USA
5291,Bourbonnais,41.166119,-87.879023,USA
5292,Bowen,40.234076,-91.070491,USA
5293,Braceville,41.228788,-88.269042,USA
5294,Braidwood,41.26574,-88.223124,USA
5295,Breese,38.618802,-89.52838,USA
5296,Bridgeview,41.743128,-87.806572,USA
5297,Brimfield,40.840654,-89.897038,USA
5298,Broadlands,39.914247,-87.994831,USA
5299,Broadview,41.863889,-87.853333,USA
5300,Brocton,39.692311,-87.926258,USA
5301,Brookport,37.138731,-88.611944,USA
5302,Broughton,37.954554,-88.467775,USA
5303,Browning,40.155025,-90.351671,USA
5304,Browns,38.376433,-87.992824,USA
5305,Brownstown,38.989118,-88.949438,USA
5306,Brussels,38.937115,-90.590696,USA
5307,Buckley,40.601827,-88.036092,USA
5308,Buda,41.313973,-89.679476,USA
5309,Buffalo Grove,42.159843,-87.964364,USA
5310,Buffalo Prairie,41.338333,-90.854722,USA
5311,Bulpitt,39.591667,-89.423889,USA
5312,Buncombe,37.463661,-88.980586,USA
5313,Bunker Hill,39.040827,-89.962379,USA
5314,Bureau,41.289167,-89.366389,USA
5315,Burnt Prairie,38.208151,-88.214719,USA
5316,Cabery,40.981895,-88.192085,USA
5317,Caledonia,42.38346,-88.918456,USA
5318,Calumet City,41.615257,-87.548328,USA
5319,Camargo,39.799955,-88.146815,USA
5320,Camp Grove,41.078889,-89.633056,USA
5321,Camp Point,40.029285,-91.076926,USA
5322,Campbell Hill,37.922778,-89.579901,USA
5323,Campus,41.023333,-88.306111,USA
5324,Cantrall,39.911267,-89.66426,USA
5325,Capron,42.408659,-88.746518,USA
5326,Carbon Cliff,41.494722,-90.390556,USA
5327,Carlinville,39.279821,-89.888935,USA
5328,Carlock,40.602898,-89.109779,USA
5329,Carlyle,38.606609,-89.380544,USA
5330,Carman,40.755054,-91.056396,USA
5331,Carmi,38.080819,-88.166987,USA
5332,Carol Stream,41.9166,-88.1209,USA
5333,Carpentersville,42.123004,-88.2606,USA
5334,Carrier Mills,37.678199,-88.612706,USA
5335,Carterville,37.774785,-89.097793,USA
5336,Cary,42.219599,-88.242594,USA
5337,Caseyville,38.634458,-90.013486,USA
5338,Castleton,41.117778,-89.706111,USA
5339,Catlin,40.069922,-87.711255,USA
5340,Cave In Rock,37.517947,-88.221961,USA
5341,Cedar Point,41.263056,-89.125556,USA
5342,Centralia,38.524117,-89.136478,USA
5343,Cerro Gordo,39.868062,-88.725634,USA
5344,Chadwick,41.996205,-89.896278,USA
5345,Chambersburg,39.807058,-90.663017,USA
5346,Champaign,40.111017,-88.240747,USA
5347,Chana,41.993343,-89.211693,USA
5348,Chandlerville,40.038437,-90.147657,USA
5349,Channahon,41.434664,-88.213786,USA
5350,Chatham,39.673679,-89.711212,USA
5351,Chebanse,41.02541,-87.895917,USA
5352,Chenoa,40.744633,-88.721853,USA
5353,Cherry,41.426944,-89.213333,USA
5354,Chesterfield,39.270756,-90.076632,USA
5355,Chestnut,40.058202,-89.190014,USA
5356,Chicago,41.885847,-87.618123,USA
5357,Chicago Heights,41.506202,-87.613209,USA
5358,Chicago Ridge,41.70171,-87.777381,USA
5359,Chrisman,39.799572,-87.655552,USA
5360,Christopher,37.984905,-89.057367,USA
5361,Cicero,41.845556,-87.753889,USA
5362,Cisne,38.513774,-88.404524,USA
5363,Cissna Park,40.585814,-87.87588,USA
5364,Clarendon Hills,41.779729,-87.955322,USA
5365,Clay City,38.669501,-88.351641,USA
5366,Claytonville,40.566944,-87.823056,USA
5367,Coal City,41.290769,-88.282346,USA
5368,Coal Valley,41.435143,-90.465179,USA
5369,Coatsburg,40.055385,-91.174733,USA
5370,Cobden,37.542358,-89.245741,USA
5371,Coello,37.994167,-89.067222,USA
5372,Coffeen,39.090757,-89.39454,USA
5373,Collison,40.220737,-87.798709,USA
5374,Colona,41.475224,-90.349231,USA
5375,Colp,37.805278,-89.08,USA
5376,Congerville,40.620762,-89.199397,USA
5377,Cooksville,40.536014,-88.735047,USA
5378,Cornell,40.985827,-88.742694,USA
5379,Cornland,39.937222,-89.402222,USA
5380,Cortland,41.92,-88.688611,USA
5381,Cottage Hills,38.912377,-90.082632,USA
5382,Country Club Hills,41.559773,-87.718452,USA
5383,Cowden,39.232643,-88.886799,USA
5384,Creal Springs,37.628393,-88.880697,USA
5385,Crest Hill,41.566239,-88.116924,USA
5386,Crete,41.438952,-87.602738,USA
5387,Creve Coeur,40.647222,-89.591111,USA
5388,Cropsey,40.602983,-88.494343,USA
5389,Cullom,40.878066,-88.276476,USA
5390,Dahinda,40.95508,-90.139808,USA
5391,Dahlgren,38.197479,-88.636311,USA
5392,Dakota,42.403078,-89.546782,USA
5393,Dale,37.996585,-88.534231,USA
5394,Dallas City,40.620062,-91.163454,USA
5395,Dalton City,39.711943,-88.797459,USA
5396,Dalzell,41.373077,-89.203269,USA
5397,Danforth,40.82443,-87.986824,USA
5398,Danvers,40.536353,-89.188487,USA
5399,Davis Junction,42.09792,-89.083838,USA
5400,De Land,40.110656,-88.639193,USA
5401,Deer Creek,40.627992,-89.3003,USA
5402,Deer Grove,41.631599,-89.6972,USA
5403,Deerfield,42.170494,-87.859033,USA
5404,Dekalb,41.934245,-88.760673,USA
5405,Delavan,40.369029,-89.532133,USA
5406,Dennison,39.449033,-87.58671,USA
5407,Depue,41.326111,-89.301111,USA
5408,Des Plaines,42.046734,-87.885899,USA
5409,Dewitt,40.184759,-88.763672,USA
5410,Dieterich,39.031875,-88.407448,USA
5411,Divernon,39.567684,-89.654654,USA
5412,Dix,38.43329,-88.965697,USA
5413,Dolton,41.625723,-87.597952,USA
5414,Dongola,37.371234,-89.134933,USA
5415,Donovan,40.889074,-87.604635,USA
5416,Dorsey,38.983237,-89.978635,USA
5417,Dow,39.031198,-90.301059,USA
5418,Dowell,37.939722,-89.237778,USA
5419,Downers Grove,41.803428,-88.013753,USA
5420,Downs,40.380858,-88.870814,USA
5421,Du Bois,38.252638,-89.204187,USA
5422,Du Quoin,38.013687,-89.233268,USA
5423,Dundas,38.830572,-88.097309,USA
5424,Dunfermline,40.490342,-90.031349,USA
5425,Dupo,38.514771,-90.194188,USA
5426,Durand,42.433653,-89.309378,USA
5427,Dwight,41.088701,-88.415884,USA
5428,Eagarville,39.111667,-89.783889,USA
5429,East Alton,38.88031,-90.083045,USA
5430,East Carondelet,38.534912,-90.220782,USA
5431,East Dubuque,42.487488,-90.604597,USA
5432,East Galesburg,40.947778,-90.31,USA
5433,East Lynn,40.466389,-87.8,USA
5434,East Moline,41.511804,-90.432118,USA
5435,East Peoria,40.673121,-89.55141,USA
5436,East Saint Louis,38.631538,-90.138066,USA
5437,Edelstein,40.945367,-89.585812,USA
5438,Edinburg,39.661223,-89.377884,USA
5439,Effingham,39.121727,-88.561105,USA
5440,Elburn,41.882405,-88.461106,USA
5441,Eldena,41.771111,-89.41,USA
5442,Eldorado,37.813885,-88.443382,USA
5443,Eldred,39.283592,-90.532874,USA
5444,Eleroy,42.3325,-89.760556,USA
5445,Elizabethtown,37.466492,-88.286735,USA
5446,Elk Grove Village,42.005613,-88.012775,USA
5447,Elkville,37.915506,-89.233574,USA
5448,Ellery,38.365021,-88.133455,USA
5449,Ellis Grove,38.005358,-89.900847,USA
5450,Ellisville,40.604652,-90.287469,USA
5451,Elmhurst,41.892661,-87.941025,USA
5452,Elmwood,40.772594,-89.928882,USA
5453,Elmwood Park,41.9219,-87.8083,USA
5454,Elsah,38.961297,-90.331913,USA
5455,Elvaston,40.40662,-91.21642,USA
5456,Elwin,39.778889,-88.98,USA
5457,Elwood,41.426018,-88.08642,USA
5458,Emden,40.294538,-89.517441,USA
5459,Emington,40.978317,-88.321135,USA
5460,Emma,37.974722,-88.120278,USA
5461,Energy,37.773889,-89.026389,USA
5462,Eola,41.7775,-88.242778,USA
5463,Esmond,42.022458,-88.94386,USA
5464,Evanston,42.054551,-87.694331,USA
5465,Evergreen Park,41.7216,-87.7026,USA
5466,Ewing,38.07021,-88.850441,USA
5467,Fairbury,40.745033,-88.516486,USA
5468,Fairview,40.64418,-90.165265,USA
5469,Fairview Heights,38.596044,-90.007093,USA
5470,Farina,38.846902,-88.761412,USA
5471,Farmer City,40.244689,-88.663385,USA
5472,Ferris,40.468889,-91.170278,USA
5473,Fiatt,40.571779,-90.162186,USA
5474,Fidelity,39.132286,-90.198803,USA
5475,Fieldon,39.108608,-90.529742,USA
5476,Findlay,39.503253,-88.756208,USA
5477,Fithian,40.11924,-87.879713,USA
5478,Flanagan,40.879003,-88.86196,USA
5479,Flora,38.670337,-88.49186,USA
5480,Flossmoor,41.540574,-87.683737,USA
5481,Foosland,40.35537,-88.420177,USA
5482,Forrest,40.751324,-88.411143,USA
5483,Forreston,42.122924,-89.583124,USA
5484,Fort Sheridan,42.209683,-87.805572,USA
5485,Fox Lake,42.393701,-88.164752,USA
5486,Fox River Grove,42.193594,-88.220483,USA
5487,Fox Valley,41.7631,-88.224,USA
5488,Frankfort,41.509361,-87.824774,USA
5489,Frankfort Heights,37.901301,-88.845651,USA
5490,Franklin Grove,41.857968,-89.317112,USA
5491,Franklin Park,41.933878,-87.873423,USA
5492,Freeburg,38.408016,-89.91806,USA
5493,Freeman Spur,37.861111,-88.997222,USA
5494,Fults,38.179736,-90.197353,USA
5495,Galatia,37.827444,-88.623488,USA
5496,Galesburg,40.952138,-90.369807,USA
5497,Garden Prairie,42.250983,-88.74367,USA
5498,Gays,39.479553,-88.524153,USA
5499,Geff,38.441326,-88.414428,USA
5500,Geneseo,41.46881,-90.171127,USA
5501,Gerlaw,40.999519,-90.622765,USA
5502,German Valley,42.21761,-89.471151,USA
5503,Germantown,38.548677,-89.54134,USA
5504,Gibson City,40.465932,-88.360873,USA
5505,Gilberts,42.098377,-88.369089,USA
5506,Gillespie,39.136106,-89.818577,USA
5507,Gilson,40.876525,-90.174663,USA
5508,Gladstone,40.837682,-90.994078,USA
5509,Glasford,40.575976,-89.811326,USA
5510,Glen Carbon,38.760871,-89.970583,USA
5511,Glen Ellyn,41.866112,-88.064774,USA
5512,Glenarm,39.632713,-89.658144,USA
5513,Glendale Heights,41.920523,-88.079282,USA
5514,Glenview,42.075785,-87.822299,USA
5515,Godfrey,38.946035,-90.206024,USA
5516,Golconda,37.349984,-88.555148,USA
5517,Golden Eagle,38.896138,-90.560199,USA
5518,Golden Gate,38.364514,-88.207466,USA
5519,Golf,42.058889,-87.7925,USA
5520,Goodfield,40.629722,-89.274722,USA
5521,Goodwine,40.567222,-87.784444,USA
5522,Goreville,37.574985,-88.965524,USA
5523,Gorham,37.740611,-89.444031,USA
5524,Grand Chain,37.251043,-89.008335,USA
5525,Grand Tower,37.63222,-89.49986,USA
5526,Granite City,38.721572,-90.115822,USA
5527,Grant Park,41.247677,-87.647992,USA
5528,Grantsburg,37.39672,-88.770489,USA
5529,Graymont,40.90663,-88.760299,USA
5530,Grayslake,42.34848,-88.037789,USA
5531,Grayville,38.262707,-88.003539,USA
5532,Great Lakes,42.303173,-87.864192,USA
5533,Greenup,39.239454,-88.144502,USA
5534,Griggsville,39.708378,-90.724891,USA
5535,Gurnee,42.366906,-87.945232,USA
5536,Hagarstown,38.943333,-89.168333,USA
5537,Hamel,38.878433,-89.872678,USA
5538,Hammond,39.79465,-88.579305,USA
5539,Hampshire,42.080748,-88.517033,USA
5540,Hanna City,40.679776,-89.795242,USA
5541,Hanover Park,41.794444,-87.808333,USA
5542,Hardin,39.154652,-90.624002,USA
5543,Harmon,41.697296,-89.569513,USA
